"CCN","RPT_NUM","HOSP_NAME","ADDRESS","ZIP","CST_CHRG","NET_REV_CAID","CAID_COST","DIFF_CAID_REV","TOT_UNCOMP_COST","BAD_DEBT","COST_UNCOMP","CHAR_CHRG_UNIN","CHAR_CHRG_TOT","COST_CHAR_UNIN","COST_CHAR_TOT","CHAR_CHRG_INS","COST_CHAR_INS","DISCHRG","DISCHRG_HMO","HOSP_CHRG_INPAT","HOSP_CHRG_OUTPAT","HOSP_CHRG_TOT"
"420098",786300,"WACCAMAW COMMUNITY HOSPITAL","4070 HIGHWAY 17_MURRELLS INLET_SC","29576",0.223178,10290325,10792691,73996,7160983,18074409,7086987,13352400,13420860,2968508,3035781,68460,67273,2661,1715,295913718,368053398,663967116
"440029",786301,"WILLIAMSON HEALTH","4321 CAROTHERS RD_FRANKLIN_TN","37067",0.228279,3496860,11515349,8018489,16029548,33400929,8011059,1527275,1527275,348645,348645,NA,NA,2823,NA,255083197,725310434,980393631
"100224",786321,"HCA FLORIDA WOODMONT HOSPITAL","7201 UNIVERSITY DRIVE_TAMARAC_FL","33321",0.064832,6471469,14931113,0,15292270,15439924,15214934,186369652,192175973,12082717,14003983,5806321,1921266,1502,2894,1389039434,834998387,2224037821
"110177",786327,"DOCTORS HOSPITAL OF AUGUSTA","3651 WHEELER ROAD_AUGUSTA_GA","30909",0.07237,49974037,42555743,0,25818695,23898203,25818695,289711510,300373983,20966422,23830744,10662473,2864322,2600,3760,2932849545,1851229889,4784079434
"231309",786341,"ASPIRUS ONTONAGON HOSPITAL","601 SOUTH SEVENTH STREET_ONTONAGON_MI","49953",0.667916,570659,1591428,1020769,1081730,140770,60961,NA,NA,NA,NA,NA,NA,19,25,1812179,13692384,15504563
"260186",786343,"LAKE REGIONAL HEALTH SYSTEM","54 HOSPITAL DRIVE_OSAGE BEACH_MO","65065",0.253528,23224051,30926727,7702676,22961287,32066693,15258611,19329176,21526468,4900487,7097779,2197292,2197292,1419,1428,205458562,657840886,863299448
"280111",786344,"COLUMBUS COMMUNITY HOSPITAL","4600 38TH STREET_COLUMBUS  NEBRASKA_NE","68602",0.437315,4533560,11890031,7356471,11151482,7140515,3795011,1046093,1264940,457472,676319,218847,218847,715,127,62779875,188054873,250834748
"450743",786379,"TEXAS HEALTH DENTON","207 NORTH BONNIE BRAE_DENTON_TX","76201",0.230765,19300371,17750626,0,26114402,33650952,26114402,77105941,77590350,17793352,18262462,484409,469110,2681,2386,633812454,476693781,1110506235
"190274",786409,"OCHSNER MEDICAL CENTER - KENNER  LLC","180 WEST ESPLANADE AVE._KENNER_LA","70065",0.236033,35256519,28992228,0,7178322,9450430,7178322,18271826,19140511,4094191,4891056,868685,796865,865,2781,232233285,483474940,715708225
"440030",786442,"MORRISTOWN-HAMBLEN HOSPITAL","908 WEST FOURTH NORTH STREET_MORRISTOWN_TN","37814",0.217329,14559088,14985214,0,7847544,10447968,7843950,23720068,24301087,5155059,5508105,581019,353046,1281,2284,182039593,320358648,502398241
"030110",786463,"ABRAZO WEST CAMPUS","13677 WEST MCDOWELL ROAD_GOODYEAR_AZ","85395",0.06598,43769208,56895408,0,10397275,25676952,10397275,125734640,126000003,8295867,8561230,265363,265363,2430,3667,2006180758,1371947170,3378127928
"050782",786465,"CASA COLINA HOSPITAL AND CENTERS FOR","255 E BONITA_POMONA_CA","91769",0.335017,6020581,10677828,4657247,4748098,176808,90851,331,31688,111,31468,31357,31357,218,129,157290318,140176008,297466326
"100180",786474,"ST. PETERSBURG GENERAL","6500 38TH AVENUE_SAINT PETERSBURG_FL","33710",0.054029,5838719,15564278,9128870,19179483,12385412,10028765,147801853,151050456,7985586,9243357,3248603,1257771,785,1332,710824199,872297808,1583122007
"100252",786475,"RAULERSON HOSPITAL","1796 HIGHWAY 441 NORTH_OKEECHOBEE_FL","34972",0.081069,6717046,10698117,3981071,11381557,5029907,7358977,54401694,57759190,4410291,6867823,3357496,2457532,1035,1245,342283380,464171694,806455074
"110125",786477,"FAIRVIEW PARK HOSPITAL","200 INDUSTRIAL BLVD_DUBLIN_GA","31021",0.071514,21437453,16513675,0,9590655,12731073,9590655,88561940,93713973,6333419,8507575,5152033,2174156,1443,2167,799509840,869236673,1668746513
"160089",786479,"OTTUMWA REGIONAL HEALTH CENTER","1001 PENNSYLVANIA_OTTUMWA_IA","52501",0.202591,9042560,13987485,630793,2574667,4312570,1943874,4891916,4946944,991058,1046086,55028,55028,420,309,71925814,263498052,335423866
"230036",786484,"MYMICHIGAN MEDICAL CENTER ALPENA","1501 W CHISHOLM_ALPENA_MI","49707",0.295621,14209413,25468660,0,6231720,3618272,6093286,5738603,9122249,1696452,4945518,3383646,3249066,1227,1233,114787064,602277598,717064662
"260142",786490,"JOHN FITZGIBBON MEMORIAL HOSPITAL","2305 SOUTH HIGHWAY 65_MARSHALL_MO","65340",0.370253,10516087,9669687,0,2822753,6030826,2822753,1533550,1558153,567801,592404,24603,24603,406,244,32302579,113708797,146011376
"261330",786491,"STE. GENEVIEVE CO. MEMORIAL HOSP","HIGHWAY 61 & 32_STE. GENEVIEVE_MO","63670",0.400675,9032079,7102041,0,1376849,3221238,1376849,133935,187030,53062,98820,53095,45758,133,83,15375685,135070879,150446564
"320017",786495,"LOVELACE WOMENS HOSPITAL","4701 MONTGOMERY   NE_ALBUQUERQUE_NM","87109",0.111603,66235417,54860102,0,2587578,7429356,2587578,14791546,14888515,1650781,1718941,96969,68160,563,732,597838529,704401670,1302240199
"451356",786507,"MEMORIAL MEDICAL CENTER","815 NORTH VIRGINIA STREET_PORT LAVACA_TX","77979",0.411443,1599494,3836216,2236722,6667282,6065168,4430560,4638287,4683006,1908391,1953110,44719,44719,182,11,9844969,75850312,85695281
"500150",786513,"LEGACY SALMON CREEK HOSPITAL","2211 NE 139TH STREET_VANCOUVER_WA","98686",0.279907,40775711,88189491,47408507,64015818,15500924,16135155,16207430,23400539,4536573,11729682,7193109,7193109,2039,2694,636962459,787782595,1424745054
"040027",786528,"BAXTER REGIONAL MEDICAL CENTER","624 HOSPITAL DRIVE_MOUNTAIN HOME_AR","72653",0.297035,5946635,16226071,3225707,24748305,9695693,5296527,1001404,3190028,287958,2393514,2188624,2105556,2995,2505,280051220,456540088,736591308
"241372",786547,"MADISON HEALTHCARE SERVICES","900 SECOND AVENUE_MADISON_MN","56256",0.795314,810467,1719751,909284,1060143,186180,150859,NA,5708,NA,5708,5708,5708,45,22,8617142,14904724,23521866
"390201",786666,"POCONO MEDICAL CENTER","206 EAST BROWN STREET_EAST STROUDSBURG_PA","18301",0.147203,23497557,44963272,17815686,23580450,17620343,5764764,14697675,15532937,2163542,2989699,835262,826157,2115,1756,609202578,1171346519,1780549097
"450155",786691,"HEREFORD REGIONAL MEDICAL CTR","801 EAST 3RD STREET_HEREFORD_TX","79045",0.539782,4303059,7764300,2660831,9334848,553279,6674017,6550153,9399175,3528881,6375367,2849022,2846486,60,13,7078166,46994009,54072175
"390113",786762,"MEADVILLE MEDICAL CENTER","1034 GROVE STREET_MEADVILLE_PA","16335",0.22062,20616283,19735546,0,2493657,5496612,2493657,4619181,4828115,1019084,1228018,208934,208934,1395,1131,156325562,687462574,843788136
"100187",786858,"PALMETTO GENERAL HOSPITAL","2001 W. 68TH STREET_HIALEAH_FL","33016",0.109475,14271805,37860521,20592550,37384957,25658402,16769699,125641628,125641628,13750435,13750435,NA,NA,1512,5284,1961880675,794705863,2756586538
"161305",786865,"POCAHONTAS COMMUNITY HOSPITAL","606 NW 7TH STREET_POCAHONTAS_IA","50574",0.745046,1423746,2200449,776703,995796,290609,219093,13385,13385,9972,9972,NA,NA,64,10,1453332,20278454,21731786
"670080",786917,"SETON MEDICAL CENTER HARKER HEIGHTS","850 W. CENTRAL TEXAS EXPRESSWAY_HARKER HEIGHTS_TX","76548",0.1582,1063281,9071291,0,11286340,12747221,11286340,57220327,57401143,9052256,9226670,180816,174414,879,990,141680416,377908701,519589117
"100281",786936,"MEMORIAL HOSPITAL WEST","703 N. FLAMINGO ROAD_PEMBROKE PINES_FL","33028",0.113607,3315526,12500926,0,36880727,19916871,36750975,158518116,174697587,18008768,34188239,16179471,16179471,3403,8948,3044723896,2912333576,5957057472
"171382",786961,"ATCHISON HOSPITAL ASSOCIATION","800 RAVEN HILL DRIVE_ATCHISON_KS","66002",0.467749,4940066,7361784,2421718,3558386,2103171,1136668,406041,406041,189925,189925,NA,NA,342,73,15350498,94626642,109977140
"190128",786974,"WOMANS HOSPITAL","100 WOMANS WAY_BATON ROUGE_LA","70817",0.432658,69893272,117032632,43099608,51031946,4049433,7932338,9184242,11399941,3973636,6189335,2215699,2215699,64,NA,340116168,442762437,782878605
"261320",786985,"LAFAYETTE REGIONAL HEALTH CENTER","15TH AND STATE STREETS_LEXINGTON_MO","64067",0.213842,4517093,6721917,328905,2255476,1782937,1926571,5055675,5475766,1081116,1501207,420091,420091,231,NA,24753158,124839049,149592207
"271309",786986,"PRAIRIE COMMUNITY HOSPITAL","312 S. ADAMS AVE_TERRY_MT","59349",3.455781,249101,404098,98601,509611,99534,411010,19400,19400,67042,67042,NA,NA,NA,NA,1176,1284005,1285181
"281305",786988,"KIMBALL COUNTY HOSPITAL","255 W 4TH STREET_KIMBALL_NE","69145",0.732534,1411754,2775505,1363751,2571811,1499977,1208060,NA,109276,NA,109276,109276,109276,114,NA,4254729,28687967,32942696
"281308",786989,"HENDERSON HEALTH CARE SERVICES","1621 FRONT STREET_HENDERSON_NE","68371",0.761365,792837,1157765,364928,527669,184934,162741,NA,21939,NA,21939,21939,21939,70,5,5781340,18796969,24578309
"394049",787027,"BROOKE GLEN BEHAVIORAL HOSPITAL","7170 LAFAYETTE AVENUE_FORT WASHINGTON_PA","19034",0.291319,NA,NA,0,1820,NA,1820,NA,NA,NA,NA,NA,NA,159,NA,87257100,NA,87257100
"440046",787037,"HORIZON MEDICAL CENTER","111 HIGHWAY 70 EAST_DICKSON_TN","37055",0.085659,13792985,15618058,915359,12517357,10337890,11601998,80803081,84519949,6921511,10635118,3716868,3713607,1432,1974,489561077,735829809,1225390886
"670088",787059,"COLLEGE STATION HOSPITAL","700 SCOTT & WHITE DRIVE_COLLEGE STATION_TX","77845",0.204935,20361287,17110985,0,16879846,20630761,16829107,40548581,44753338,8309823,12514580,4204757,4204757,2162,2131,455234744,972442407,1427677151
"190039",787142,"WEST JEFFERSON MEDICAL CENTER","1101 MEDICAL CENTER BLVD_MARRERO_LA","70072",0.165098,50011493,78530301,0,8638133,9450520,8638133,29651841,32050215,4895460,6891193,2398374,1995733,1180,3360,730723780,1018534831,1749258611
"420085",787244,"GRAND STRAND REGIONAL MED CTR","809 82ND PARKWAY NORTH_MYRTLE BEACH_SC","29572",0.070276,29393583,33979376,0,32365636,25092186,32365636,367392551,374000195,25818879,30330183,6607644,4511304,7249,5237,3583927504,2125018332,5708945836
"440779",787246,"TRISTAR ASHLAND CITY MEDICAL CENTER","313 NORTH MAIN STREET_ASHLAND CITY_TN","37015",0.07246,1659784,1475527,0,1312643,1613808,1312643,10508219,11096502,761426,1164981,588283,403555,NA,NA,NA,97290602,97290602
"500088",787280,"VALLEY MEDICAL CENTER","400 SOUTH 43RD STREET_RENTON_WA","98058",0.237168,NA,NA,0,16153267,13073368,16153267,23108656,30971448,5368223,12784138,7862792,7415915,3109,3748,1143609786,1452036451,2595646237
"521335",787285,"HUDSON HOSPITAL","405 STAGELINE RD_HUDSON_WI","54016",0.352017,5980307,6499077,420156,8012176,1843030,7592020,4980370,10171448,1753175,6944253,5191078,5191078,400,159,26816589,134681134,161497723
"241323",787340,"MADELIA HEALTH","121 DREW AVE SE_MADELIA_MN","56062",0.632143,274151,270786,0,536257,848316,536257,NA,NA,NA,NA,NA,NA,52,NA,3716690,25126324,28843014
"440197",787369,"SOUTHERN HILLS MEDICAL CENTER","391 WALLACE ROAD_NASHVILLE_TN","37211",0.090903,12126312,16860212,4343347,24126305,17736727,19782958,172914162,177061898,15718316,18078430,4147736,2360114,806,1546,499149791,699451185,1198600976
"051303",787422,"SOUTHERN MONO HEALTH CARE DISTRICT","85 SIERRA PARK ROAD_MAMMOTH LAKES_CA","93546",0.534277,16291468,15641711,0,2485517,2455533,2485517,598327,1524065,319672,1245410,925738,925738,130,33,24111739,120255707,144367446
"100285",787427,"MEMORIAL HOSPITAL MIRAMAR","1901 SW 172ND AVENUE_MIRAMAR_FL","33029",0.130061,902698,4547589,53897,18369529,12539084,18076589,74479380,81194538,9686863,16402021,6715158,6715158,951,2247,785231246,979862905,1765094151
"170137",787434,"LAWRENCE MEMORIAL HOSPITAL","325 MAINE STREET_LAWRENCE_KS","66044",0.179794,11395587,15936791,3106959,10179311,19831246,7070513,15640289,16253518,2812030,3425259,613229,613229,2128,1024,279640167,911788170,1191428337
"440228",787482,"ST. FRANCIS BARTLETT MED CTR","2986 KATE BOND ROAD_BARTLETT_TN","38133",0.083183,7089916,12741398,2512715,11443492,17639607,8908227,87487618,87487618,7277063,7277063,NA,NA,2019,2111,694130333,681165553,1375295886
"450002",787484,"THE HOSPITALS OF PROVIDENCE-MEMORIAL","2001 NORTH OREGON_EL PASO_TX","79902",0.071549,68233205,39948469,0,7763580,12865237,7677828,89985178,90208776,6437620,6644744,223598,207124,904,2671,1558572766,1405524545,2964097311
"451334",787491,"PARKVIEW HOSPITAL","901 S SWEETWATER STREET_WHEELER_TX","79096",1.465077,194538,536366,341828,1400044,36098,1058216,506324,828104,696245,1009826,321780,313581,30,10,487553,5752493,6240046
"100054",787511,"TWIN CITIES HOSPITAL","2190 HIGHWAY 85 NORTH_NICEVILLE_FL","32578",0.04847,1301038,3493326,1315673,7435330,4649598,6093601,53156674,56504475,2576504,5822853,3347801,3246349,988,388,305920287,755500867,1061421154
"100161",787519,"HCA FLORIDA LAKE MONROE HOSPITAL","1401 W. SEMINOLE BLVD_SANFORD_FL","32771",0.09403,-584989,25269592,25854581,45817526,13582258,19747274,169337426,178580933,15922798,18328256,9243507,2405458,1841,2794,1395596702,859419916,2255016618
"101304",787535,"CALHOUN-LIBERTY HOSPITAL ASSN","20370 BURNS AVENUE_BLOUNTSTOWN_FL","32424",0.421669,9229,164591,0,1341624,2759875,1341624,426178,426178,179706,179706,NA,NA,59,33,3563830,28571699,32135529
"111305",787543,"MILLER COUNTY HOSPITAL","209 N CUTHBERT ST_COLQUITT_GA","39837",0.817393,3149945,8453929,1494346,4676359,3039171,3149154,1619991,1643661,1324169,1347839,23670,23670,85,32,50212825,36798943,87011768
"141319",787547,"HAMMOND-HENRY HOSPITAL","600 N. COLLEGE AVENUE_GENESEO_IL","61254",0.376391,583430,2943375,2359945,3153809,1971691,793864,143631,143631,54061,54061,NA,NA,211,44,11714880,111849650,123564530
"141345",787548,"SALEM TOWNSHIP HOSPITAL","1201 RICKER DRIVE_SALEM_IL","62881",0.228706,5534614,9097942,3563328,5028713,2154574,1465385,2846216,3153593,650947,958324,307377,307377,194,25,17541825,155399632,172941457
"210039",787582,"CALVERT MEMORIAL HOSPITAL","100 HOSPITAL RD_PRINCE FREDERICK_MD","20678",0.738066,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2207,NA,85398142,103320991,188719133
"230021",787587,"COREWELL HEALTH LAKELAND HOSPITALS","1234 NAPIER AVENUE_ST. JOSEPH_MI","49085",0.3085,22634131,42771205,4164584,9110989,11696235,4946405,3823967,3950002,1179694,1305729,126035,126035,1293,1494,238387527,487415263,725802790
"321310",787617,"HOLY CROSS HOSPITAL","1397 WEIMER ROAD_TAOS_NM","87571",0.479788,11571312,17963497,5897040,9020825,5931844,3123785,374946,530067,176860,311474,155121,134614,313,340,21389703,123050986,144440689
"340013",787618,"RUTHERFORD HOSPITAL  INC.","288 S. RIDGECREST AVENUE_RUTHERFORDTON_NC","28139",0.124349,2510017,2198468,0,3118490,12333791,3118490,12295304,12295304,1528909,1528909,NA,NA,807,1015,185110146,306605505,491715651
"390133",787641,"LEHIGH VALLEY","1200 S CEDAR CREST BLVD_ALLENTOWN_PA","18103",0.132458,179622326,271896944,56924551,95175381,112599872,38250830,121457855,128804407,16088065,22688224,7346552,6600159,16200,14366,6678276189,8653732265,15332008454
"440152",787649,"REGIONAL ONE HEALTH","877 JEFFERSON AVENUE_MEMPHIS_TN","38103",0.24783,52666240,79093177,0,67249410,1188212,66592461,254094919,262337571,62972344,66204197,8242652,3231853,958,1591,1184445998,668702891,1853148889
"450241",787657,"FAITH COMMUNITY HOSPITAL","215 CHISHOLM TRAIL_JACKSBORO_TX","76458",0.563554,4168721,5187454,0,2718796,2165323,2718796,2551403,2616700,1437285,1502582,65297,65297,124,33,17283035,56289026,73572061
"450638",787660,"HOUSTON NORTHWEST MEDICAL CENTER","710 FM 1960 WEST_HOUSTON_TX","77090",0.064504,56152696,50116432,0,57799508,25326069,56905076,792234949,813790680,51102323,55097433,21555731,3995110,1286,3389,3040485342,1714577353,4755062695
"450742",787662,"BAYLOR SCOTT & WHITE MC- LAKE POINTE","6800 SCENIC DR_ROWLETT_TX","75088",0.177983,19224941,16834703,0,24432437,39368319,24364367,72344437,76726060,12876080,17257703,4381623,4381623,2275,2079,464481396,685887408,1150368804
"510070",787679,"RALEIGH GENERAL HOSPITAL","1710 HARPER ROAD_BECKLEY_WV","25801",0.178016,16812802,34027226,12387326,15202342,7455562,2815016,7000025,7041567,1246116,1287658,41542,41542,2948,2720,504110999,399146716,903257715
"670098",787680,"RESOLUTE HEALTH","555 CREEKSIDE CROSSING_NEW BRAUNFELS_TX","78130",0.093991,7194245,6421591,0,7991470,21583659,7989051,62216633,62257621,5845404,5886392,40988,40988,1080,1430,516873858,543126894,1060000752
"050243",787690,"DESERT HOSPITAL","1150 N. INDIAN CANYON WAY_PALM SPRINGS_CA","92262",0.07723,143077021,175999694,0,7439413,11856645,7439413,80463314,80463314,6214182,6214182,NA,NA,2805,3587,4295297073,1991147017,6286444090
"050689",787692,"SAN RAMON REG. MEDICAL CENTER","6001 NORRIS CANYON RD_SAN RAMON_CA","94583",0.096307,8287955,15435202,11865364,16216377,4179933,4351013,20236281,22160612,1948896,3873227,1924331,1924331,1335,540,780048925,759828940,1539877865
"050724",787693,"HEART HOSPITAL OF BAKERSFIELD","3001 SILLECT AVE_BAKERSFIELD_CA","93308",0.237156,2824134,11253363,8429229,8681991,870935,252762,4733,10219,1122,6275,5486,5153,727,275,146703959,166018620,312722579
"100238",787701,"HCA FLORIDA NORTHSIDE HOSPITAL","6000 49TH STREET NORTH_ST PETERSBURG_FL","33709",0.063672,6036662,16383309,10346646,21265394,9754049,10914416,137704099,140191838,8767451,10017055,2487739,1249604,2407,3498,1592812406,838904674,2431717080
"100269",787702,"HCA FLORIDA PALMS WEST HOSPITAL","13001 STATE ROAD 80_LOXAHATCHEE_FL","33470",0.065267,22811542,35916862,0,14798944,14410529,14545906,172938338,183663283,11286967,13409813,10724945,2122846,1708,3075,1640965097,1149936712,2790901809
"100287",787703,"GOOD SAMARITAN HOSPITAL","1309 NORTH FLAGLER DRIVE_WEST PALM BEACH_FL","33401",0.068668,10501308,21856604,9018806,23054675,30793113,13256754,158429456,158430506,10878859,10879909,1050,1050,2410,2833,1587231899,1572482457,3159714356
"140172",787708,"FRANCISCAN ST. JAMES HEALTH","20201 SOUTH CRAWFORD AVE_OLYMPIA FIELDS_IL","60461",0.224873,25016056,54505024,29488968,39893260,6763685,10404292,21732745,25526004,4887108,8680367,3793259,3793259,2509,1508,545103202,780451204,1325554406
"271344",787731,"SIDNEY HEALTH CENTER","216 14TH AVENUE S.W._SIDNEY_MT","59270",0.5321,4613102,5539068,0,2854112,3326663,2846494,908732,1561863,464427,1076377,653131,611950,462,18,30459081,95154013,125613094
"431305",787768,"DOUGLAS COUNTY MEMORIAL HOSPITAL","708 8TH ST_ARMOUR_SD","57313",0.602591,661721,545553,0,433921,706109,433921,45073,47736,16524,16587,2663,63,91,4,2512053,12632416,15144469
"450087",787770,"MEDICAL CITY NORTH HILLS","4401 BOOTH CALLOWAY ROAD_NORTH RICHLAND HILLS_TX","76180",0.060455,14666407,9126076,0,14659795,13133548,14640262,173387915,180937425,10482166,13709366,7549510,3227200,1510,2917,1058620433,750342991,1808963424
"450324",787772,"TEXOMA MEDICAL CENTER","5016 US HWY 75_DENISON_TX","75020",0.102599,25837263,34506767,0,30614807,113813224,29702928,162483391,164185874,16670633,17030802,1702483,360169,5887,4994,2224953455,1451751195,3676704650
"450668",787775,"THE HOSPITALS OF PROVIDENCE SIERRA C","1625 MEDICAL CTR. DR._EL PASO_TX","79902",0.071371,17920711,13797909,0,6217626,9317560,6214576,73964827,74154168,5278125,5434334,189341,156209,1459,3499,1865764720,1088050266,2953814986
"450669",787776,"MEDICAL CITY LEWISVILLE","500 WEST MAIN_LEWISVILLE_TX","75067",0.074866,18580483,13874811,0,25209584,20592085,25174352,212652748,221147301,15918275,23546415,8494553,7628140,1248,1291,1105976329,763654584,1869630913
"450675",787777,"MEDICAL CITY ARLINGTON","3301 MATLOCK ROAD_ARLINGTON_TX","76015",0.062165,58395616,38932072,0,45999590,38669270,45797514,572516119,605763312,35590465,43144002,33247193,7553537,2406,4661,3428628065,1475518918,4904146983
"670034",787794,"ROUND ROCK HOSPITAL","300 UNIVERSITY BLVD_ROUND ROCK_TX","78664",0.193449,10709824,7806674,0,19971112,27485647,19970363,57033045,60552755,11032986,14552696,3519710,3519710,3438,3174,706268507,1736357590,2442626097
"050464",787806,"DOCTORS MEDICAL CENTER OF MODESTO","1441 FLORIDA AVENUE_MODESTO_CA","95350",0.063559,152527156,230247318,0,9702910,21335587,9702910,120926596,120926596,7685494,7685494,NA,NA,3947,4238,6130382261,2610196537,8740578798
"050506",787808,"ADVENTIST HEALTH SIERRA VISTA","1010 MURRAY AVENUE_SAN LUIS OBISPO_CA","93405",0.11008,19200193,37134903,11663747,14221210,4080092,2557463,16025400,16232155,1764076,1970831,206755,206755,1265,528,853353879,596405313,1449759192
"050534",787809,"JOHN.F. KENNEDY MEMORIAL HOSP.","47-111 MONROE ST._INDIO_CA","92201",0.071122,31462138,54521834,0,3729677,5400353,3729677,44859228,44896692,3190478,3227942,37464,37464,791,1053,893671229,809605658,1703276887
"050633",787810,"ADVENTIST HEALTH TWIN CITIES","1100 LAS TABLAS RD_TEMPLETON_CA","93465",0.093146,22119445,27983486,0,2366979,4871452,2366979,19543322,19543322,1820332,1820332,NA,NA,1438,686,609057738,633938760,1242996498
"100230",787822,"MEMORIAL HOSPITAL PEMBROKE","7800 SHERIDAN STREET_PEMBROKE PINES_FL","33024",0.128037,1563109,5069638,0,18113877,14637971,18066133,87011040,92011943,11140633,16141536,5000903,5000903,1099,1914,704388217,757159785,1461548002
"100260",787823,"HCA FLORIDA ST. LUCIE HOSPITAL","1800 S.E. TIFFANY AVE_PORT ST. LUCIE_FL","34952",0.059307,10029920,20026204,3831408,18393701,15376344,14454304,137826439,145664842,8174073,13293484,7838403,5119411,3655,3914,1697745792,1218620810,2916366602
"130018",787829,"EASTERN IDAHO REGIONAL MEDICAL CENTE","3100 CHANNING WAY_IDAHO FALLS_ID","83403",0.135307,94779070,51819875,0,11551958,6134126,11313322,66617882,68022698,9013841,10417097,1404816,1403256,2272,1282,1060816280,714658367,1775474647
"161370",787833,"LORING HOSPITAL","HIGHLAND AVENUE_SAC CITY_IA","50583",0.776366,4396181,1576536,0,232145,238668,232145,72293,72293,56126,56126,NA,NA,64,11,1112462,21089522,22201984
"191301",787849,"UNION GENERAL HOSPITAL  INC.","901 JAMES AVE_FARMERVILLE_LA","71241",0.607489,5337564,3908770,0,730311,1149945,730311,59933,59933,36409,36409,NA,NA,106,29,4742620,25390097,30132717
"230216",787854,"MCLAREN PORT HURON","1221 PINE GROVE AVENUE_PORT HURON_MI","48060",0.269931,19670627,31772197,503066,5379777,8589977,4876711,4237933,5647553,1143949,2450876,1409620,1306927,2260,2527,297915950,444894099,742810049
"241353",787856,"CUYUNA REGIONAL MEDICAL CENTER","320 EAST MAIN STREET_CROSBY_MN","56441",0.278778,1752106,2035202,283096,2859937,7604515,2576841,493147,812538,137479,456870,319391,319391,417,311,85327299,428152236,513479535
"260020",787863,"MERCY HOSPITAL - ST. LOUIS","615 S. NEW BALLAS ROAD_ST. LOUIS_MO","63141",0.211671,160180509,118668945,10979443,43734457,52627624,32755014,61822597,70131572,13084810,21393785,8308975,8308975,7104,9746,2171255566,3207975287,5379230853
"370199",787894,"LAKESIDE WOMENS HOSPITAL","11200  NORTH PORTLAND AVENUE_OKLAHOMA CITY_OK","73120",0.148563,1973750,2695600,668723,1254981,1444106,586258,1924815,2009468,285956,370609,84653,84653,10,3,52279999,114494598,166774597
"530011",787921,"MEM. HOSPT. OF SWEETWATER COUNTY","1200 COLLEGE DRIVE_ROCK SPRINGS_WY","82901",0.372421,4202207,8190954,3988746,3988746,NA,NA,1,1,NA,NA,NA,NA,512,28,45441669,181943947,227385616
"050118",787946,"DOCTORS HOSPITAL OF MANTECA","1205 E. NORTH ST._MANTECA_CA","95336",0.063542,18322790,33097564,9058210,11096580,6085834,2038370,21772118,21919083,1383444,1530409,146965,146965,756,679,591919433,897397948,1489317381
"151318",787977,"DUKES MEMORIAL HOSPITAL","275 WEST 12TH STREET_PERU_IN","46970",0.218282,6243535,10185120,3941585,4998923,2121313,1057338,2423042,2430709,527989,535656,7667,7667,264,156,43149165,138889341,182038506
"161303",787978,"GRUNDY COUNTY MEM. HOSPITAL","201 EAST J AVENUE_GRUNDY CENTER_IA","50638",0.559007,2241711,3070388,828677,975950,207500,147273,70773,70773,39563,39563,NA,NA,107,7,5066420,44934021,50000441
"180038",787982,"OWENSBORO HEALTH REGIONAL HOSPITAL","1201 PLEASANT VALLEY ROAD_OWENSBORO_KY","42304",0.281835,84981586,101022804,0,15579605,23719841,15579605,10155970,17238229,2230350,8821547,7082259,6591197,3578,3506,664307602,1333876786,1998184388
"180046",787984,"BOURBON COMMUNITY HOSPITAL","9 LINNVILLE DRIVE_PARIS_KY","40361",0.141107,13497698,9688111,0,577012,1899320,577012,2093618,2093618,295424,295424,NA,NA,128,230,59290309,119224224,178514533
"180070",787985,"OWENSBORO HEALTH TWIN LAKES MEDICAL","910 WALLACE AVENUE_LEITCHFIELD_KY","42754",0.23309,10927036,13359915,0,2011095,6814157,2011095,573879,1036939,NA,401453,463060,401453,351,302,42152829,153235979,195388808
"190004",787988,"THIBODAUX REGIONAL HEALTH SYSTEM","602 NORTH ACADIA ROAD_THIBODAUX_LA","70302",0.148113,14289976,20596030,0,3956501,20330843,3956501,636135,1371916,82472,772973,735781,690501,1407,1627,275775111,861160929,1136936040
"234023",787995,"HAVENWYCK HOSPITAL","1525 UNIVERSITY DRIVE_AUBURN HILLS_MI","48326",NA,NA,NA,0,30453,NA,30453,NA,NA,NA,NA,NA,NA,248,NA,105221900,5026765,110248665
"370211",788028,"INTEGRIS CANADIAN VALLEY HOSPITAL","1201 HEALTH CARE PARKWAY_YUKON_OK","73099",0.12325,8411308,12337162,0,3405693,5874580,3405693,18121174,18534419,2233435,2646680,413245,413245,1039,685,219421870,349379851,568801721
"371321",788029,"HOLDENVILLE GENERAL HOSPITAL","100 MCDOUGAL DRIVE_HOLDENVILLE_OK","74848",0.512214,1263721,2762983,0,721582,1261339,721582,111910,162313,57322,107725,50403,50403,105,54,13012755,21462618,34475373
"371333",788030,"CREEK NATION COMMUNITY HOSPITAL","309 NORTH 14TH STREET_OKEMAH_OK","74859",0.63313,4907045,9492435,4585390,5172981,932662,587591,NA,NA,NA,NA,NA,NA,95,NA,10566,1194029,1204595
