"ccn","RPT_REC_NUM","S100001_00100_00100","S100001_00200_00100","S100001_00700_00100","S100001_00800_00100","S100001_03100_00100","S100001_02600_00100","S100001_03000_00100","S100001_02000_00100","S100001_02000_00300","S100001_02300_00100","S100001_02300_00300","S100001_02000_00200","S100001_02300_00200","C000001_20200_00600","C000001_20200_00700","C000001_20200_00800","zipcode","hosp_name","address"
"150104",776719,0.20394,8750469,16037665,5562892,9404686,10591751,3841794,3773917,4668283,769653,1641107,894366,871454,96145321,363741180,459886501,"46052-","WITHAM MEMORIAL HOSPITAL","2605 N. LEBANON STREET_LEBANON_IN"
"150149",776721,0.414736,20572381,30304068,3963760,6441699,1240731,2477939,3418548,3965443,1417795,1964690,546895,546895,114781195,123642130,238423325,"47630-8940","DEACONESS WOMENS HOSPITAL","4199 GATEWAY BLVD_NEWBURGH_IN"
"150168",776722,0.088139,8631262,6429046,NA,928433,1523526,928433,8822659,8831890,777620,786851,9231,9231,318650592,781974112,1100624704,"46804","LUTHERAN MUSCULOSKELETAL CENTER","7952 W. JEFFERSON BLVD_FORT WAYNE_IN"
"150183",776723,0.239619,607952,30251,NA,329426,1169038,329426,205751,205751,49302,49302,NA,NA,42871360,110039660,152911020,"47403","MONROE HOSPITAL","4011 S. MONROE MEDICAL PARK BLVD_BLOOMINGTON_IN"
"150193",776724,0.411493,213617,426578,212961,377617,233543,164656,167762,167762,69033,69033,NA,NA,29811716,69294078,99105794,"46032","FRANCISCAN HEALTH ORTHOPEDIC CARMEL","10777 ILLINOIS ST_CARMEL_IN"
"151331",776725,0.292011,9133834,13443119,4309285,6991323,5868767,2682038,206889,1085484,60414,939009,878595,878595,22855226,161232241,184087467,"47112-","HARRISON COUNTY HOSPITAL","1141 ATWOOD STREET_CORYDON_IN"
"170049",776728,0.273509,7600497,17953653,3334816,20143813,22213153,16808997,35794552,36720378,9790132,10715958,925826,925826,464371519,691798720,1156170239,"66061","OLATHE MEDICAL CENTER","20333 WEST 151 STREET_OLATHE_KS"
"170068",776729,0.280043,1413781,10014305,8600524,11973292,10743653,3372768,995908,1066754,278897,349743,70846,70846,77172069,124183425,201355494,"67905-","SOUTHWEST MEDICAL CENTER","15TH AT PERSHING_LIBERAL_KS"
"180051",776731,0.236809,21524721,31705919,NA,2523847,7234263,2523847,1542790,1934255,365347,756812,391465,391465,123841719,486490923,610332642,"42240-6315","JENNIE STUART MEDICAL CENTER","320 WEST 18TH STREET_HOPKINSVILLE_KY"
"180132",776732,0.102881,43687917,48874420,NA,3907864,13433023,3907864,22067251,22069427,2270301,2272477,2176,2176,713631577,1048708714,1762340291,"42501","LAKE CUMBERLAND REGIONAL HOSP","305 LANGDON ST_SOMERSET_KY"
"190267",776735,0.151568,5750,6965,1215,48351,301793,47136,NA,NA,NA,NA,NA,NA,103034149,248475545,351509694,"70433","AVALA","67252 INDUSTRY LANE_COVINGTON_LA"
"230130",776744,0.228266,180448601,211645774,NA,15338058,54141837,15338058,8681371,9174616,1981662,2437855,493245,456193,3242547305,3130375832,6372923137,"48073-6769","COREWELL HEALTH WM. BEAUMONT UNIV","3601 WEST 13 MILE ROAD_ROYAL OAK_MI"
"241318",776745,0.545117,2553769,3269722,715953,1289267,672373,573314,207644,303849,113190,209395,96205,96205,4638149,36637302,41275451,"55731-1198","ELY-BLOOMENSON COMMUNITY HOSPITAL","328 WEST CONAN_ELY_MN"
"270051",776753,0.37301,50018028,50962831,944803,6294048,6563566,5349245,6910753,7236069,2577780,2903096,325316,325316,306261781,592952823,899214604,"59901","LOGAN HEALTH MEDICAL CENTER","310 SUNNYVIEW LANE_KALISPELL_MT"
"290001",776754,0.216224,83575928,172709285,89133357,127595908,61865656,38462551,111188354,112283497,24041591,24708407,1095143,666816,2279134831,1941593863,4220728694,"89502","RENOWN REGIONAL MEDICAL CENTER","1155 MILL STREET_RENO_NV"
"290039",776755,0.069295,45723740,87986324,37883006,58599483,34111723,20698757,195745710,199946317,13564199,17763273,4200607,4199074,4372168901,2258078069,6630246970,"89128","MOUNTAIN VIEW HOSPITAL","3100 N. TENAYA WAY_LAS VEGAS_NV"
"291309",776757,0.499747,5844722,6214643,288890,1843841,3245856,1554951,68000,68000,33983,33983,NA,NA,20164530,48885547,69050077,"89005-2247","BOULDER CITY HOSPITAL","901 ADAMS BLVD_BOULDER CITY_NV"
"310025",776758,0.059108,9527022,26776834,15395043,18465121,10226801,3070078,41713334,41713334,2465592,2465592,NA,NA,1225635687,963168803,2188804490,"07002","BAYONNE MEDICAL CENTER","29 EAST 29TH STREET_BAYONNE_NJ"
"310064",776759,0.172505,95967494,132353739,22389151,50750962,28025881,28361811,128453997,129293214,22158957,22998174,839217,839217,1924227460,1856922236,3781149696,"08240-9102","ATLANTICARE REGIONAL MEDICAL CENTER","65 W. JIMMIE LEEDS ROAD_POMONA_NJ"
"320021",776760,0.347917,266609493,368836255,84803531,123716869,14839000,38913338,53082940,70547707,18468457,33747853,17464767,15279396,1789011584,2098876808,3887888392,"87125-6666","PRESBYTERIAN HOSPITAL","1100 CENTRAL AVE SE_ALBUQUERQUE_NM"
"320033",776761,0.208211,1514007,3110643,868251,1324374,1045195,414347,931862,931862,194024,194024,NA,NA,27799194,143124359,170923553,"87544-","LOS ALAMOS MEDICAL CENTER","3917 WEST ROAD_LOS ALAMOS_NM"
"321309",776762,0.20282,12416801,15722839,NA,2153235,5655044,2153235,4548393,4568996,922505,943108,20603,20603,30801911,181715209,212517120,"88030","MIMBRES MEMORIAL HOSPITAL","900 WEST ASH STREET_DEMING_NM"
"360026",776769,0.180061,5167765,8290237,2828018,4496969,2385883,1668951,3171052,3834064,570983,1233995,663012,663012,21203882,179669037,200872919,"45385-","GREENE MEMORIAL HOSPITAL  INC.","1141 NORTH MONROE DRIVE_XENIA_OH"
"360032",776770,0.374476,3938255,7433377,3232492,5747480,6126553,2514988,324086,424217,121362,221493,100131,100131,34434088,150800025,185234113,"45885-2400","JOINT TOWNSHIP DISTRICT MEMORIAL HOS","200 SAINT CLAIR ST_ST. MARYS_OH"
"360051",776771,0.178501,184423632,257167454,55540811,82001033,105191033,26460222,33044844,34432527,5898538,7286221,1387683,1387683,3620194260,3123221456,6743415716,"45409","MIAMI VALLEY HOSPITAL","ONE WYOMING STREET_DAYTON_OH"
"360075",776772,0.250924,13191567,20586877,7395310,16315686,2509709,8920376,7598272,13950308,1906589,8258625,6352036,6352036,250277522,413964265,664241787,"44024-","UH REGIONAL HOSPITALS","13207 RAVENNA ROAD_CHARDON_OH"
"360078",776773,0.218999,14615458,23876605,9261147,16523117,6086436,7261970,5473470,10167191,1198684,5892405,4693721,4693721,223219796,440266776,663486572,"44266-1204","UH PORTAGE MEDICAL CENTER","6847 N. CHESTNUT STREET_RAVENNA_OH"
"360095",776774,0.378744,22507821,35261099,9621463,16702651,15718220,7081188,247927,1295457,93901,1141431,1047530,1047530,215719937,461719567,677439504,"45840-","BLANCHARD VALLEY REG. HEALTH CENTER","1900 SOUTH MAIN STREET_FINDLAY_OH"
"360145",776776,0.213768,22410675,35026260,12615585,21661404,9779225,9045819,8895074,13896965,1901482,6903373,5001891,5001891,307772735,644508358,952281093,"44035","UH ELYRIA MEDICAL CENTER","630 EAST RIVER STREET_ELYRIA_OH"
"360175",776777,0.273314,10605175,14678256,895101,3375807,6385907,2480706,2291713,2382124,626357,714571,90411,88214,47379398,223050276,270429674,"45177","CLINTON MEMORIAL HOSPITAL","610 WEST MAIN STREET_WILMINGTON_OH"
"361307",776778,0.263467,6519999,10362677,3842678,6527867,2828502,2685189,1833385,3257455,483036,1907106,1424070,1424070,28232973,179832176,208065149,"44041-","UH GENEVA MEDICAL CENTER","870  WEST  MAIN  STREET_GENEVA_OH"
"361308",776779,0.392288,3924226,6062148,2137922,3683241,1320892,1545319,872412,1566679,342237,1036504,694267,694267,10412717,58847108,69259825,"44030-","UH CONNEAUT MEDICAL CENTER","158 WEST MAIN STREET_CONNEAUT_OH"
"361332",776781,0.290727,3672677,5043186,620424,2565288,5732120,1944864,479357,560534,139362,220539,81177,81177,16088158,150596405,166684563,"45133-","HIGHLAND DISTRICT HOSPITAL","1275 NORTH HIGH STREET_HILLSBORO_OH"
"361334",776783,0.289634,2970266,6303828,1996162,3288365,2842273,1292203,1108849,1222610,321160,434921,113761,113761,25105538,66117650,91223188,"45690","PIKE COMMUNITY HOSPITAL","100 DAWUN LANE_WAVERLY_OH"
"363036",776785,0.474371,NA,NA,NA,-2347,NA,-2347,NA,NA,NA,NA,NA,NA,33077553,NA,33077553,"44122","UNIVERSITY HOSPITALS REHABILITATION","23333 HARVARD ROAD_BEACHWOOD_OH"
"390180",776794,0.153695,168324282,123662349,NA,2746777,16836217,2746777,398677,483496,61275,146094,84819,84819,1774543776,1321332368,3095876144,"19013-3995","CROZER CHESTER MEDICAL CENTER","ONE MEDICAL CENTER BLVD._UPLAND_PA"
"390304",776795,0.193116,9600148,18268656,6601768,8655237,9122939,2053469,1110093,1110093,214377,214377,NA,NA,210170219,115041775,325211994,"19128","ROXBOROUGH MEMORIAL HOSPITAL","5800 RIDGE AVENUE_PHILADELPHIA_PA"
"400003",776797,0.501661,NA,NA,NA,935667,407839,175982,NA,NA,NA,NA,NA,NA,24748404,41286452,66034856,"00731","HOSPITAL DR. PILA","2445 AVE. LAS AMERICAS_PONCE_PR"
"400007",776798,0.649257,NA,NA,NA,1310923,2109820,1310923,NA,NA,NA,NA,NA,NA,28426143,26327824,54753967,"00792","RYDER","ROAD 30_HUMACAO_PR"
"400019",776799,0.275905,NA,NA,NA,475485,1675615,475485,NA,NA,NA,NA,NA,NA,130654942,134929745,265584687,"00910","HOSPITAL PAVIA SANTURCE","ASIA STREET_SANTURCE_PR"
"400111",776800,0.55228,NA,NA,NA,1700398,812918,384764,NA,NA,NA,NA,NA,NA,21795193,21407736,43202929,"00676","HOSPITAL SAN CARLOS BORROMEO","68_MOCA_PR"
"441314",776804,0.43206,NA,3010800,3010800,4320292,2547650,1309492,107,221569,46,221508,221462,221462,7769121,28311721,36080842,"38063","LAUDERDALE COMMUNITY HOSPITAL","326 ASBURY RD_RIPLEY_TN"
"450462",776810,0.241512,58140268,47528376,NA,67636000,76813842,67636000,196405868,197869161,47434374,48897667,1463293,1463293,1774689032,840757386,2615446418,"75231","TEXAS HEALTH DALLAS","8200 WALNUT HILL LANE_DALLAS_TX"
"450634",776811,0.06192,15035003,11663907,NA,27160739,20532518,26903810,348400312,355090430,21571417,25386750,6690118,3815333,2019539253,1052233573,3071772826,"76210-","MEDICAL CITY DENTON","3535 SOUTH I-35E_DENTON_TX"
"450747",776812,0.12554,10263143,8260118,NA,5257348,15363019,5257348,26014659,26016873,3264934,3267148,2214,2214,220199714,312189741,532389455,"75801-","PALESTINE REGIONAL MEDICAL CENTER","2900 SOUTH LOOP 256_PALESTINE_TX"
"450774",776813,0.156189,39839,128570,88731,175270,551706,86539,NA,NA,NA,NA,NA,NA,36936509,250704302,287640811,"77090","TOPS SURGICAL SPECIALTY HOSPITAL","17080 RED OAK DRIVE_HOUSTON_TX"
"450808",776814,0.218312,51543,172275,120732,133943,60514,13211,NA,NA,NA,NA,NA,NA,76073298,93866439,169939737,"78731","NORTHWEST HILLS SURGICAL HOSPITAL","6818 AUSTIN CENTER BLVD  SUITE 100_AUSTIN_TX"
"450822",776815,0.068402,6945390,7001757,NA,14695327,16475072,14673139,169407756,171701640,11587829,13480254,2293884,1892425,551502298,639466670,1190968968,"75039","MEDICAL CITY LAS COLINAS","6800 N. MACARTHUR BLVD_IRVING_TX"
"450860",776816,0.250848,121634,398475,276841,518092,927668,241251,28476,28476,7143,7143,NA,NA,45130278,119149886,164280164,"77478","MEMORIAL HERMANN FIRST COLONY","1211 HIGHWAY 6  SUITE 70_SUGAR LAND_TX"
"450869",776817,0.176184,136738547,138713209,1974662,24894569,39732912,22919907,83161387,84006790,14651706,15497109,845403,845403,1607078041,2253079356,3860157397,"78539-","DOCTORS HOSPITAL AT RENAISSANCE","5501 SOUTH MCCOLL_EDINBURG_TX"
"450888",776818,0.259664,4592177,450262,NA,863463,2391980,863463,714523,770082,185536,241095,55559,55559,33896303,183295797,217192100,"76092","SOUTHLAKE SPECIALITY HOSPITAL","1545 E SOUTHLAKE BLVD_SOUTHLAKE_TX"
"451396",776820,0.691758,275753,915598,639845,3818808,3964402,3178963,456192,607848,315574,464772,151656,149198,2330143,12514949,14845092,"78643","MID COAST MEDICAL CENTER-CENTRAL","200 N. OLLIE STREET_LLANO_TX"
"460011",776822,0.186429,11076130,7600553,NA,1030789,2928094,1030789,2374092,2390822,442600,459330,16730,16730,63429832,187495761,250925593,"84501-","CASTLEVIEW HOSPITAL","300 NORTH HOSPITAL DRIVE_PRICE_UT"
"500025",776824,0.228595,35620104,53449269,14922607,20397822,1952390,5475215,16996520,18182851,3885319,4953617,1186331,1068298,1501684596,503207752,2004892348,"98122","SWEDISH MEDICAL CENTER CHERRY HILL","500 - 17TH AVENUE_SEATTLE_WA"
"510091",776826,0.364615,874786,2541388,1666602,2062103,802880,395501,87115,159460,31763,104108,72345,72345,3045959,63190743,66236702,"25328","CHARLESTON SURGICAL HOSPITAL","1306 KANAWHA BLVD E_CHARLETON_WV"
"511300",776827,0.865595,6948852,7407603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8218176,16490037,24708213,"26416-","BROADDUS HOSPITAL ASSOCIATION","1 HEALTHCARE DRIVE_PHILIPPI_WV"
"511301",776828,0.811592,593353,530527,NA,7250825,8934076,7250825,NA,NA,NA,NA,NA,NA,1257627,21486078,22743705,"26288-","WEBSTER MEMORIAL HOSPITAL","324 MILLER MOUNTAIN ROAD_WEBSTER SPRINGS_WV"
"511318",776829,0.506968,8422734,8101803,NA,1485518,2925000,1485518,20218,20218,10250,10250,NA,NA,11713773,46455513,58169286,"25136","MONTGOMERY GENERAL HOSPITAL","401 6TH AVENUE_MONTGOMERY_WV"
"670044",776833,0.197744,4473427,4947879,NA,8236658,18065465,8236658,21756777,22092691,4302272,4638011,335914,335739,188264254,367211950,555476204,"75032-","PRESBYTERIAN HOSPITAL OF ROCKWALL","3151 HORIZON ROAD_ROCKWALL_TX"
"670071",776835,0.238064,504275,617778,113503,1846208,2940849,1732705,4266272,4274518,1015646,1021652,8246,6006,122889161,98567925,221457086,"76012-4716","TEXAS HEALTH HEART & VASCULAR HOSP","811 WRIGHT ST_ARLINGTON_TX"
"670078",776836,0.050166,20714294,16441723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28652409,1584359955,1613012364,"78232","BAPTIST EMERGENCY HOSPITAL","16088 SAN PEDRO DRIVE_SAN ANTONIO_TX"
"670260",776837,0.245938,4961917,5546837,NA,10647418,20970102,10647418,21041920,21355001,5175008,5469410,313081,294402,217423281,341459801,558883082,"75033","TEXAS HEALTH HOSPITAL FRISCO","12400 N DALLAS PARKWAY_FRISCO_TX"
"020001",776854,0.198665,145803501,160348107,9513587,28429754,20892636,18916167,64040606,66565182,12722627,14313471,2524576,1590844,2018283803,1096415216,3114699019,"99519-6604","PROVIDENCE ALASKA MEDICAL CENTER","3200 PROVIDENCE DRIVE_ANCHORAGE_AK"
"050108",776860,0.259319,180926324,324422098,57022418,106077936,25327478,21139446,52791281,53525700,13689782,14314099,734419,624317,3062993164,1999888667,5062881831,"95816-5616","SUTTER MEDICAL CENTER - SACRAMENTO","2825 CAPITOL AVENUE_SACRAMENTO_CA"
"060011",776866,0.262996,357250814,434866271,NA,78244843,28615849,78244843,268783618,268783618,70668401,70668401,NA,NA,1260067827,2111609912,3371677739,"80204-4507","DENVER HEALTH MEDICAL CENTER","777 BANNOCK STREET_DENVER_CO"
"060118",776867,0.192591,2625782,4982922,1196710,4676250,2092655,3479540,10833840,12033535,2083973,3073523,1199695,989550,33208679,133441072,166649751,"80443","ST. ANTHONY SUMMIT HOSPITAL","340 PEAK ONE DR_FRISCO_CO"
"061315",776868,0.738998,1376813,4029149,2652336,3294725,607997,606477,154028,218912,102736,161738,64884,59002,2567108,29505667,32072775,"80759-","YUMA DISTRICT HOSPITAL","1000 WEST 8TH AVENUE_YUMA_CO"
"061319",776869,0.962985,1500446,4718730,3218284,3841840,264470,623556,383099,383099,368919,368919,NA,NA,3590860,18081347,21672207,"80461","ST VINCENT GENERAL HOSPITAL","822 WEST 4TH ST._LEADVILLE_CO"
"100063",776870,0.173552,11169617,22730963,10368348,25429546,12724371,15017349,64303783,66720381,11159660,12644178,2416598,1484518,559440634,390043564,949484198,"34652-1971","MORTON PLANT NORTH BAY HOSPITAL","6600 MADISON STREET_NEW PORT RICHEY_FL"
"120006",776875,0.267285,33715326,32046829,NA,2826084,3042499,2826084,6437377,7153877,1720614,1993989,716500,273375,274856844,356181218,631038062,"96734","ADVENTIST HEALTH CASTLE","640 ULUKAHIKI ST_KAILUA_HI"
"140158",776880,0.340985,26062621,8302653,NA,991536,176308,991536,2731552,2731552,931418,931418,NA,NA,137562165,171621142,309183307,"60616-2477","INSIGHTS HOSPITAL AND MEDICAL CENTER","2525 SOUTH MICHIGAN AVENUE_CHICAGO_IL"
"150024",776883,0.260815,279680774,290587115,NA,67257515,77691874,66905799,172908872,176437981,45094064,46534933,3529109,1440869,1174143816,1686570158,2860713974,"46202","ESKENAZI HEALTH","720 ESKENAZI AVENUE_INDIANAPOLIS_IN"
"150026",776884,0.271764,34037915,30054506,NA,5374852,13243077,5374852,2652223,3700000,720779,1768556,1047777,1047777,205709452,568892188,774601640,"46526","GOSHEN HOSPITAL","200 HIGH PARK AVENUE_GOSHEN_IN"
"151327",776886,0.287955,10553187,11503585,186157,5295692,2572573,1427473,114860,707323,31191,613938,592463,582747,10486509,137193963,147680472,"47882","SULLIVAN COUNTY COMMUNITY HOSPITAL","2200 NORTH SECTION STREET_SULLIVAN_IN"
"151333",776888,0.404391,6278819,10244492,2873107,4899404,4654681,2026297,430550,430550,174111,174111,NA,NA,6017685,100612446,106630131,"46135-","PUTNAM COUNTY HOSPITAL","1542 SOUTH BLOOMINGTON ST_GREENCASTLE_IN"
"220010",776916,0.412006,62760857,84714844,NA,10024502,13031794,10024502,10958003,11227915,4514763,4766779,269912,252016,259387438,395308777,654696215,"01841","LAWRENCE GENERAL HOSPITAL","ONE GENERAL STREET_LAWRENCE_MA"
"230017",776925,0.311797,78653314,154658228,26628497,39063718,27180181,12435221,3424582,6185493,1067774,3828685,2760911,2760911,1121654610,1537095243,2658749853,"49007-","BRONSON METHODIST HOSPITAL","601 JOHN STREET_KALAMAZOO_MI"
"230024",776927,0.153859,71503195,108587665,NA,10576493,21264584,9902847,39927369,39930258,6135780,6138669,2889,2889,1133670131,596539696,1730209827,"48235","SINAI-GRACE HOSPITAL","6071 W. OUTER DRIVE_DETROIT_MI"
"230085",776928,0.283954,2793178,6734411,53694,1049789,2666034,996095,245796,402853,69795,226852,157057,157057,9820348,91846691,101667039,"49090","BRONSON SOUTH HAVEN HOSPITAL","955 S. BAILEY_SOUTH HAVEN_MI"
"230146",776929,0.239498,34170041,53284611,NA,9374025,4505215,9374025,10111790,15795249,2421753,8099192,5683459,5677439,592939210,666048855,1258988065,"48192","HENRY FORD HEALTH WYANDOTTE HOSPITAL","2333 BIDDLE_WYANDOTTE_MI"
"230264",776930,0.105176,12603399,9619148,NA,450443,482696,450443,NA,395414,NA,395414,395414,395414,30016977,216656661,246673638,"48091","INSIGHT SURGICAL HOSPITAL","21230 DEQUINDRE ROAD_WARREN_MI"
"230273",776931,0.144407,62240465,91669625,NA,10616845,20446660,10616845,50617232,50623614,7307433,7313815,6382,6382,1153994399,470311978,1624306377,"48201","DETROIT RECEIVING HOSPITAL","4201 ST. ANTOINE_DETROIT_MI"
"260011",776940,0.296949,17678001,21110616,3432615,5441536,6724719,2008921,8683325,9640148,NA,NA,956823,NA,189629728,276669059,466298787,"65109","SSM HEALTH-ST. MARYS-JEFFERSON CITY","2505 MISSION DRIVE_JEFFERSON CITY_MO"
"260047",776941,0.245204,5445224,8962833,3517609,8149980,1225140,4632371,8226569,10541343,2017188,4331962,2314774,2314774,80462016,272581490,353043506,"65102-1128","CAPITAL REGION MEDICAL CENTER","1125 SOUTH MADISON STREET_JEFFERSON CITY_MO"
"260062",776943,0.154282,19709365,24001486,4292121,11212881,12075025,6920760,30528997,31024517,4710075,4986521,495520,276446,437082206,607001402,1044083608,"64154","SAINT LUKES NORTH HOSPITAL","5830 NW BARRY ROAD_KANSAS CITY_MO"
"260070",776944,0.416871,4801713,5870102,1068389,1079705,NA,11316,27145,27145,11316,11316,NA,NA,8250703,52477609,60728312,"63851","PEMISCOT COUNTY MEMORIAL HOSPITAL","HIGHWAY 61 AND REED_HAYTI_MO"
"260085",776945,0.164529,11279892,12785128,8131141,11395147,18028713,3264006,1096626,1120671,180427,204472,24045,24045,405004863,434604363,839609226,"64114","ST JOSEPH MEDICAL CENTER","1000 CARONDELET DRIVE_KANSAS CITY_MO"
"260091",776946,0.283899,95065958,95027719,NA,21098924,10550234,21098924,39819740,46540804,11304784,18025848,6721064,6721064,1061854659,1219811645,2281666304,"63117-","SSM HEALTH ST. MARYS HOSPITAL - STL","6420 CLAYTON ROAD_ST. LOUIS_MO"
"271304",776949,1.240846,728463,903910,175447,175448,1,1,NA,NA,NA,NA,NA,NA,1527686,2396664,3924350,"59442-","BMRMC","1501 ST CHARLES STREET_FORT BENTON_MT"
"271324",776950,0.919472,1265426,1608391,326527,364278,48912,37751,NA,14302,NA,NA,14302,NA,4068102,12028852,16096954,"59425","LOGAN HEALTH CONRAD","805 SUNSET BLVD_CONRAD_MT"
"310008",776955,0.241304,3432774,3813036,380262,8402511,16397122,8022249,14733817,15109948,3480242,3856373,376131,376131,634816194,1160020314,1794836508,"07666-","HOLY NAME HOSPITAL","718 TEANECK ROAD_TEANECK_NJ"
"310016",776956,0.046847,17524603,43747428,13727507,26628271,10322977,12900764,265057813,265057813,12417163,12417163,NA,NA,1646845231,1449752894,3096598125,"07306","CHRIST HOSPITAL","176 PALISADES AVENUE_JERSEY CITY_NJ"
"310040",776957,0.057931,17524603,54098069,24078148,41115393,11272073,17037245,282823403,282823403,16384243,16384243,NA,NA,1079117016,1439020558,2518137574,"07030","HOBOKEN UNIVERSITY MEDICAL CENTER","308 WILLOW AVENUE_HOBOKEN_NJ"
"350015",776966,0.296842,51184468,48531907,NA,8743188,8308837,8743188,8686392,12281593,2578486,6173687,3595201,3595201,501815457,1221255837,1723071294,"58501","SANFORD BISMARCK","300 N 7TH ST_BISMARCK_ND"
"370201",776969,0.173539,4243777,4174407,NA,72668,387220,72668,16846,19393,2923,5470,2547,2547,40498755,124307667,164806422,"73129","SURGICAL HOSPITAL OF OKLAHOMA","100 SE 59TH STREET_OKLAHOMA CITY_OK"
"370780",776971,0.179598,2111257,2290963,179706,785053,2506335,605347,760695,778617,136619,154541,17922,17922,1032948,29019800,30052748,"74631","BLACKWELL REGIONAL HOSPITAL","710 SOUTH 13TH_BLACKWELL_OK"
"380056",776972,0.431107,11812801,13354373,5271295,6429857,1504318,1158562,372695,725188,160671,513064,352493,352393,32098773,149303648,181402421,"97383","SANTIAM MEMORIAL HOSPITAL","1401 NORTH 10TH AVE_STAYTON_OR"
"390316",776975,0.175885,1352943,4491881,3138938,3272819,753995,133881,NA,1265,NA,1265,1265,1265,29985453,196856260,226841713,"19610","SURGICAL INSTITUTE OF READING","2752 CENTURY BLVD_WYOMISSING_PA"
"390323",776976,0.243966,51696,37739,NA,50055,205171,50055,NA,NA,NA,NA,NA,NA,16339236,71014730,87353966,"15301","ADVANCED SURGICAL HOSPITAL","100 TRICH DRIVE_WASHINGTON_PA"
"430027",776979,0.226354,80177066,99239383,19062317,54145957,41254956,35083640,83085996,89866319,18806848,25587171,6780323,6780323,1618975164,2187315827,3806290991,"57117-5039","SANFORD USD MEDICAL CENTER","1305 W 18TH ST_SIOUX FALLS_SD"
"431314",776981,0.78254,3369697,4243195,873498,2234965,839441,1361467,33966,711957,26580,704571,677991,677991,5168487,10894004,16062491,"57551","BENNETT COUNTY HOSPITAL","102 MAJOR ALLEN STREET_MARTIN_SD"
"450200",776988,0.157922,8875614,15329727,NA,6840526,7862143,6796282,34469922,34469922,5443559,5443559,NA,NA,267759410,292150218,559909628,"75501","WADLEY REGIONAL MEDICAL CENTER","100 PINE STREET_TEXARKANA_TX"
"450292",776989,0.168113,5981429,5400781,NA,6886573,11470115,6886573,27800655,28044541,4673652,4917538,243886,243886,38856896,179317057,218173953,"75142","TEXAS HEALTH KAUFMAN","850 ED HALL_KAUFMAN_TX"
"450827",776991,0.346174,415505,1420751,1005246,2952993,3506393,1947747,2701615,2701615,733584,733584,NA,NA,18872549,68945955,87818504,"76310","KELL WEST REGIONAL HOSPITAL","5420 KELL WEST BOULEVARD_WICHITA FALLS_TX"
"450872",776992,0.273787,-113628,76343,189971,3144624,10748227,2954653,35759,139585,9340,9340,103826,NA,36199837,181543523,217743360,"76017-5851","USMD HOSPITAL OF ARLINGTON","801 WEST I-20_ARLINGTON_TX"
"451332",776994,0.586718,537207,725326,188119,1693558,2275689,1505439,315319,315319,185003,185003,NA,NA,2496736,9181737,11678473,"77465","PALACIOS COMMUNITY MEDICAL CENTER","311 GREEN AVENUE_PALACIOS_TX"
"451339",776995,1.755235,3450,3423,NA,514232,108655,514232,194801,194801,323517,323517,NA,NA,554443,2739686,3294129,"76483-0729","THROCKMORTON COUNTY HOSPITAL","802 NORTH MINTER_THROCKMORTON_TX"
"451398",776998,0.232941,1344965,1807752,NA,2415914,4987449,2183263,4364442,4365308,1016657,1017523,866,866,45864884,120754804,166619688,"79065","PAMPA REGIONAL MEDICAL CENTER","1 MEDICAL PLAZA_PAMPA_TX"
"461309",777000,1.038748,1410212,2928457,327500,1742256,1313152,1414728,20428,63504,20819,50694,43076,29875,2096669,14386178,16482847,"84741-","KANE COUNTY HOSPITAL","355 MAIN ST_KANAB_UT"
"500003",777001,0.279066,39220736,68786167,29565431,38324436,9185233,8759005,8155005,11922201,2275785,6042981,3767196,3767196,490837170,1195630424,1686467594,"98273-1376","PHD#1  DBA SKAGIT VALLEY HOSPITAL","1415 E KINCAID STREET_MOUNT VERNON_WA"
"500007",777002,0.384725,10512743,9906274,NA,7765573,1652350,7765573,412249,7447045,144010,7135146,7034796,6991136,60525053,216730249,277255302,"98221","ISLAND HOSPITAL","1211 24TH STREET_ANACORTES_WA"
"500077",777008,0.212712,26492695,48728593,19357107,24110872,2752305,4753765,10428634,12741556,2218296,4054451,2312922,1836155,411323078,662321420,1073644498,"99208","PROVIDENCE HOLY FAMILY HOSPITAL","N. 5633 LIDGERWOOD STREET_SPOKANE_WA"
"501305",777009,0.874829,4964664,5397328,432664,1136483,714195,703819,27902,150914,23678,144904,123012,121226,5611558,28441682,34053240,"99122-","LINCOLN HOSPITAL","10 NICHOLS STREET_DAVENPORT_WA"
"501310",777010,0.644901,8282939,8586172,303233,1240336,803432,937103,112918,495544,72821,455447,382626,382626,9235557,54347559,63583116,"99156-9046","NEWPORT COMMUNITY HOSPITAL","714 W. PINE ST_NEWPORT_WA"
"501314",777011,0.650455,5285108,7610850,2325742,3539288,1901384,1213546,NA,NA,NA,NA,NA,NA,10048528,45655639,55704167,"98624","OCEAN BEACH HOSPITAL","1ST & FIR STREETS_ILWACO_WA"
"501323",777013,0.438944,17549309,19626543,2077234,4665182,2708763,2587948,1006155,2108644,441646,1544135,1102489,1102489,37848988,280545870,318394858,"98368-","JEFFERSON GENERAL HOSPITAL","824 SHERIDAN AVE._PORT TOWNSEND_WA"
"501328",777014,0.537732,12389102,14765541,2010517,3841756,1231611,1831239,1768950,2047164,951221,1229435,278214,278214,12930617,64399756,77330373,"98841-","MID-VALLEY HOSPITAL","810 JASMINE STREET_OMAK_WA"
